stamp_s,phase,vt_s,warp,settle_blend,motor_id,q,q_des,err,qd,qd_des,qd_err,kp,kd,j_eff,tau_ff,tau_meas,pd_tau,total_tau,hold_ref_source,q_final,q_final_err,settle_vel_brake
1782893570.988169,trajectory,0.005265,1.000000,0.000000,5,-0.033556938,-0.033556974,-0.000000036,0.024673462,-0.000020230,-0.024693692,15.000000,1.500000,,0.062389033,0.160432816,-0.037041070,0.025347963,q_final,,,1.000000
1782893570.988169,trajectory,0.005265,1.000000,0.000000,6,0.018216133,0.018216134,0.000000000,-0.006546021,0.000000229,0.006546249,12.000000,1.000000,,0.000094366,-0.132234573,0.006546254,0.006640620,q_final,,,1.000000
1782893571.000571,trajectory,0.017642,1.000000,0.000000,1,0.065387726,0.065388828,0.000001102,-0.036926270,0.000186988,0.037113257,35.000000,5.000000,,-0.273439901,-0.046953201,0.185604860,-0.087835041,q_final,,,1.000000
1782893571.000571,trajectory,0.017642,1.000000,0.000000,2,0.027036667,0.027036436,-0.000000231,-0.135805130,-0.000039232,0.135765898,55.000000,4.800000,,-0.454247517,0.303047180,0.651663591,0.197416074,q_final,,,1.000000
1782893571.000571,trajectory,0.017642,1.000000,0.000000,3,-0.019749641,-0.019750805,-0.000001163,-0.239688873,-0.000197360,0.239491514,40.000000,4.830000,,-1.235511782,-0.091569901,1.156697483,-0.078814299,q_final,,,1.000000
1782893571.000571,trajectory,0.017642,1.000000,0.000000,4,-0.019749641,-0.019750011,-0.000000370,-0.006042480,-0.000062744,0.005979737,30.000000,2.500000,,0.027559732,0.000259399,0.014938248,0.042497980,q_final,,,1.000000
1782893571.000571,trajectory,0.017642,1.000000,0.000000,5,-0.033556938,-0.033558268,-0.000001330,0.062942505,-0.000225711,-0.063168216,15.000000,1.500000,,0.089911696,0.222812653,-0.094772278,-0.004860582,q_final,,,1.000000
1782893571.000571,trajectory,0.017642,1.000000,0.000000,6,0.018216133,0.018216148,0.000000015,-0.064960480,0.000002551,0.064963031,12.000000,1.000000,,-0.040803619,-0.118989944,0.064963211,0.024159593,q_final,,,1.000000
1782893571.012660,trajectory,0.029729,1.000000,0.000000,1,0.065387726,0.065392975,0.000005250,-0.082580566,0.000527743,0.083108309,35.000000,5.000000,,-0.429691788,-0.008560181,0.415725280,-0.013966508,q_final,,,1.000000
1782893571.012660,trajectory,0.029729,1.000000,0.000000,2,0.027036667,0.027035565,-0.000001101,0.021057129,-0.000110727,-0.021167856,55.000000,4.800000,,0.243119736,0.259101868,-0.101666287,0.141453449,q_final,,,1.000000
1782893571.012660,trajectory,0.029729,1.000000,0.000000,3,-0.020133972,-0.019755182,0.000378790,0.083923340,-0.000557015,-0.084480355,40.000000,4.830000,,0.054343382,-0.183917999,-0.392888515,-0.338545132,q_final,,,1.000000
1782893571.012660,trajectory,0.029729,1.000000,0.000000,4,-0.019749641,-0.019751403,-0.000001761,-0.046325684,-0.000177084,0.046148600,30.000000,2.500000,,-0.091117123,-0.035020828,0.115318656,0.024201532,q_final,,,1.000000
1782893571.012660,trajectory,0.029729,1.000000,0.000000,5,-0.033556938,-0.033563275,-0.000006337,0.028701782,-0.000637032,-0.029338814,15.000000,1.500000,,0.078380251,0.201023102,-0.044103271,0.034276980,q_final,,,1.000000
1782893571.012660,trajectory,0.029729,1.000000,0.000000,6,0.018599510,0.018216205,-0.000383305,0.076034546,0.000007200,-0.076027346,12.000000,1.000000,,0.063092562,-0.063874245,-0.080627011,-0.017534449,q_final,,,1.000000
1782893571.024564,trajectory,0.041616,1.000000,0.000000,1,0.065387726,0.065402061,0.000014335,-0.047668457,0.001027929,0.048696386,35.000000,5.000000,,-0.094647603,0.026718140,0.243983657,0.149336054,q_final,,,1.000000
1782893571.024564,trajectory,0.041616,1.000000,0.000000,2,0.026653290,0.027033659,0.000380369,-0.075380325,-0.000215672,0.075164653,55.000000,4.800000,,-0.050295374,0.195007324,0.381710651,0.331415277,q_final,,,1.000000
1782893571.024564,trajectory,0.041616,1.000000,0.000000,3,-0.020133972,-0.019764772,0.000369201,-0.067810059,-0.001084946,0.066725113,40.000000,4.830000,,-0.601143684,-0.061479568,0.337050317,-0.264093366,q_final,,,1.000000
1782893571.024564,trajectory,0.041616,1.000000,0.000000,4,-0.019749641,-0.019754452,-0.000004810,0.069152832,-0.000344921,-0.069497753,30.000000,2.500000,,0.062134472,-0.043840408,-0.173888685,-0.111754213,q_final,,,1.000000
1782893571.024564,trajectory,0.041616,1.000000,0.000000,5,-0.033940315,-0.033574242,0.000366073,-0.034744263,-0.001240801,0.033503462,15.000000,1.500000,,0.032507959,0.142915726,0.055746293,0.088254252,q_final,,,1.000000
1782893571.024564,trajectory,0.041616,1.000000,0.000000,6,0.018982887,0.018216329,-0.000766559,0.095169067,0.000014024,-0.095155044,12.000000,1.000000,,0.050939522,-0.053620338,-0.104353746,-0.053414225,q_final,,,1.000000
1782893571.036674,trajectory,0.053702,1.000000,0.000000,1,0.065387726,0.065418386,0.000030660,0.096008301,0.001701149,-0.094307151,35.000000,5.000000,,0.384647046,0.112840652,-0.470462640,-0.085815594,q_final,,,1.000000
1782893571.036674,trajectory,0.053702,1.000000,0.000000,2,0.026653290,0.027030234,0.000376944,-0.099794388,-0.000356922,0.099437465,55.000000,4.800000,,-0.064862260,0.096130371,0.498031760,0.433169500,q_final,,,1.000000
1782893571.036674,trajectory,0.053702,1.000000,0.000000,3,-0.020133972,-0.019782003,0.000351970,-0.114810944,-0.001795508,0.113015435,40.000000,4.830000,,-0.791092005,-0.271076202,0.559943338,-0.231148667,q_final,,,1.000000
1782893571.036674,trajectory,0.053702,1.000000,0.000000,4,-0.019749641,-0.019759930,-0.000010288,0.018127441,-0.000570819,-0.018698260,30.000000,2.500000,,-0.036718617,0.066146851,-0.047054294,-0.083772911,q_final,,,1.000000
1782893571.036674,trajectory,0.053702,1.000000,0.000000,5,-0.034323692,-0.033593948,0.000729744,-0.122364044,-0.002053438,0.120310606,15.000000,1.500000,,-0.026136815,0.091218948,0.191412073,0.165275258,q_final,,,1.000000
1782893571.036674,trajectory,0.053702,1.000000,0.000000,6,0.019749641,0.018216551,-0.001533090,0.066970825,0.000023209,-0.066947617,12.000000,1.000000,,0.013420852,-0.062592506,-0.085344697,-0.071923845,q_final,,,1.000000
1782893571.048688,trajectory,0.065698,1.000000,0.000000,1,0.065387726,0.065443610,0.000055884,0.126892090,0.002530531,-0.124361559,35.000000,5.000000,,0.343833322,0.051620483,-0.619851864,-0.276018541,q_final,,,1.000000
1782893571.048688,trajectory,0.065698,1.000000,0.000000,2,0.026268959,0.027024942,0.000755983,0.068664551,-0.000530937,-0.069195488,55.000000,4.800000,,0.376843349,0.041198730,-0.290559293,0.086284056,q_final,,,1.000000
1782893571.048688,trajectory,0.065698,1.000000,0.000000,3,-0.020517349,-0.019808625,0.000708724,-0.078552246,-0.002670893,0.075881353,40.000000,4.830000,,-0.621455057,-0.276782990,0.394855908,-0.226599149,q_final,,,1.000000
1782893571.048688,trajectory,0.065698,1.000000,0.000000,4,-0.019749641,-0.019768393,-0.000018752,-0.077209473,-0.000849117,0.076360355,30.000000,2.500000,,-0.145894209,-0.026199341,0.190338336,0.044444128,q_final,,,1.000000
1782893571.048688,trajectory,0.065698,1.000000,0.000000,5,-0.034707069,-0.033624395,0.001082675,0.005538940,-0.003054575,-0.008593515,15.000000,1.500000,,0.099038764,0.087373734,0.003349847,0.102388611,q_final,,,1.000000
1782893571.048688,trajectory,0.065698,1.000000,0.000000,6,0.019749641,0.018216896,-0.001532746,0.008560181,0.000034524,-0.008525657,12.000000,1.000000,,-0.028637296,-0.019012451,-0.026918608,-0.055555903,q_final,,,1.000000
1782893571.060570,trajectory,0.077564,1.000000,0.000000,1,0.065771103,0.065479272,-0.000291831,0.057067871,0.003505812,-0.053562059,35.000000,5.000000,,0.067109161,0.146043777,-0.278024383,-0.210915222,q_final,,,1.000000
1782893571.060570,trajectory,0.077564,1.000000,0.000000,2,0.025885582,0.027017459,0.001131877,-0.072328568,-0.000735563,0.071593004,55.000000,4.800000,,-0.425336656,0.105285645,0.405899677,-0.019436979,q_final,,,1.000000
1782893571.060570,trajectory,0.077564,1.000000,0.000000,3,-0.020900726,-0.019846265,0.001054461,-0.050354004,-0.003700271,0.046653733,40.000000,4.830000,,-0.258514160,-0.444358826,0.267515972,0.009001812,q_final,,,1.000000
1782893571.060570,trajectory,0.077564,1.000000,0.000000,4,-0.019749641,-0.019780360,-0.000030718,0.030212402,-0.001176372,-0.031388774,30.000000,2.500000,,0.086063174,-0.107133865,-0.079393481,0.006669693,q_final,,,1.000000
1782893571.060570,trajectory,0.077564,1.000000,0.000000,5,-0.034707069,-0.033667442,0.001039627,-0.003524780,-0.004231825,-0.000707044,15.000000,1.500000,,0.050203914,0.100191116,0.014533840,0.064737754,q_final,,,1.000000
1782893571.060570,trajectory,0.077564,1.000000,0.000000,6,0.020133972,0.018217382,-0.001916590,0.011581421,0.000047829,-0.011533592,12.000000,1.000000,,-0.004338143,-0.015167236,-0.034532673,-0.038870816,q_final,,,1.000000
1782893571.072711,trajectory,0.089691,1.000000,0.000000,1,0.065771103,0.065528621,-0.000242482,0.018127441,0.004658715,-0.013468726,35.000000,5.000000,,-0.296652558,-0.078081131,-0.075830493,-0.372483051,q_final,,,1.000000
1782893571.072711,trajectory,0.089691,1.000000,0.000000,2,0.025885582,0.027007105,0.001121523,0.010070801,-0.000977457,-0.011048258,55.000000,4.800000,,-0.015230839,0.171203613,0.008652145,-0.006578694,q_final,,,1.000000
1782893571.072711,trajectory,0.089691,1.000000,0.000000,3,-0.021667480,-0.019898352,0.001769129,0.035583496,-0.004917123,-0.040500619,40.000000,4.830000,,0.059531099,-0.404409409,-0.124852845,-0.065321746,q_final,,,1.000000
1782893571.072711,trajectory,0.089691,1.000000,0.000000,4,-0.020133972,-0.019796919,0.000337053,-0.065124512,-0.001563227,0.063561284,30.000000,2.500000,,-0.124280700,-0.136705399,0.169014814,0.044734114,q_final,,,1.000000
1782893571.072711,trajectory,0.089691,1.000000,0.000000,5,-0.034707069,-0.033727011,0.000980058,-0.010574341,-0.005623481,0.004950860,15.000000,1.500000,,0.058361416,0.109590530,0.022127162,0.080488578,q_final,,,1.000000
1782893571.072711,trajectory,0.089691,1.000000,0.000000,6,0.020133972,0.018218055,-0.001915917,-0.042800903,0.000063558,0.042864461,12.000000,1.000000,,-0.045641486,-0.053193092,0.019873459,-0.025768027,q_final,,,1.000000
1782893571.084664,trajectory,0.101626,1.000000,0.000000,1,0.065771103,0.065591746,-0.000179357,0.082580566,0.005944381,-0.076636186,35.000000,5.000000,,0.378335316,-0.086381912,-0.389458411,-0.011123095,q_final,,,1.000000
1782893571.084664,trajectory,0.101626,1.000000,0.000000,2,0.025502205,0.026993861,0.001491656,-0.068666458,-0.001247206,0.067419253,55.000000,4.800000,,-0.192800328,0.140075684,0.405653488,0.212853160,q_final,,,1.000000
1782893571.084664,trajectory,0.101626,1.000000,0.000000,3,-0.021667480,-0.019964978,0.001702502,0.050354004,-0.006274101,-0.056628105,40.000000,4.830000,,-0.221697629,-0.414266586,-0.205413663,-0.427111292,q_final,,,1.000000
1782893571.084664,trajectory,0.101626,1.000000,0.000000,4,-0.020133972,-0.019818100,0.000315872,0.114807129,-0.001994631,-0.116801760,30.000000,2.500000,,0.088627029,-0.126848221,-0.282528244,-0.193901215,q_final,,,1.000000
1782893571.084664,trajectory,0.101626,1.000000,0.000000,5,-0.034707069,-0.033803209,0.000903861,-0.033737183,-0.007175392,0.026561790,15.000000,1.500000,,0.044479719,0.112154007,0.053400593,0.097880313,q_final,,,1.000000
1782893571.084664,trajectory,0.101626,1.000000,0.000000,6,0.020133972,0.018218917,-0.001915056,-0.015609741,0.000081098,0.015690840,12.000000,1.000000,,0.007164340,-0.028840065,-0.007289828,-0.000125488,q_final,,,1.000000
1782893571.096715,trajectory,0.113667,1.000000,0.000000,1,0.065771103,0.065671875,-0.000099228,0.002014160,0.007390263,0.005376103,35.000000,5.000000,,0.170201752,-0.029830933,0.023407535,0.193609287,q_final,,,1.000000
1782893571.096715,trajectory,0.113667,1.000000,0.000000,2,0.025502205,0.026977049,0.001474844,-0.031433105,-0.001550570,0.029882536,55.000000,4.800000,,-0.001965291,0.211486816,0.224552588,0.222587297,q_final,,,1.000000
1782893571.096715,trajectory,0.113667,1.000000,0.000000,3,-0.022434235,-0.020049552,0.002384683,-0.036926270,-0.007800183,0.029126086,40.000000,4.830000,,-0.646503257,-0.352010727,0.236066320,-0.410436936,q_final,,,1.000000
1782893571.096715,trajectory,0.113667,1.000000,0.000000,4,-0.020133972,-0.019844987,0.000288985,0.105407715,-0.002479796,-0.107887511,30.000000,2.500000,,0.158375191,0.005447388,-0.261049232,-0.102674041,q_final,,,1.000000
1782893571.096715,trajectory,0.113667,1.000000,0.000000,5,-0.035090446,-0.033899931,0.001190515,-0.086109161,-0.008920701,0.077188461,15.000000,1.500000,,0.008700444,0.085664749,0.133640421,0.142340865,q_final,,,1.000000
1782893571.096715,trajectory,0.113667,1.000000,0.000000,6,0.020133972,0.018220010,-0.001913962,-0.005538940,0.000100824,0.005639765,12.000000,1.000000,,-0.000753556,-0.066864967,-0.017327785,-0.018081341,q_final,,,1.000000
1782893571.108688,trajectory,0.125619,1.000000,0.000000,1,0.065771103,0.065769512,-0.000001591,-0.108097076,0.008970540,0.117067616,35.000000,5.000000,,-0.453975518,-0.046953201,0.585282394,0.131306876,q_final,,,1.000000
1782893571.108688,trajectory,0.125619,1.000000,0.000000,2,0.024735451,0.026956563,0.002221113,-0.112001419,-0.001882132,0.110119287,55.000000,4.800000,,-0.166145554,0.198669434,0.650733774,0.484588219,q_final,,,1.000000
1782893571.108688,trajectory,0.125619,1.000000,0.000000,3,-0.022434235,-0.020152604,0.002281630,-0.053039551,-0.009468114,0.043571437,40.000000,4.830000,,-0.646644492,-0.287677765,0.301715257,-0.344929235,q_final,,,1.000000
1782893571.108688,trajectory,0.125619,1.000000,0.000000,4,-0.020133972,-0.019877749,0.000256223,0.028869629,-0.003010056,-0.031879685,30.000000,2.500000,,-0.057585338,-0.013229370,-0.072012528,-0.129597866,q_final,,,1.000000
1782893571.108688,trajectory,0.125619,1.000000,0.000000,5,-0.035473824,-0.034017788,0.001456036,-0.060928345,-0.010828234,0.050100111,15.000000,1.500000,,0.050005246,0.020721436,0.096990705,0.146995950,q_final,,,1.000000
1782893571.108688,trajectory,0.125619,1.000000,0.000000,6,0.020133972,0.018221342,-0.001912630,-0.024673462,0.000122384,0.024795846,12.000000,1.000000,,-0.007994317,-0.010894775,0.001844281,-0.006150036,q_final,,,1.000000
1782893571.120643,trajectory,0.137570,1.000000,0.000000,1,0.065771103,0.065886860,0.000115757,0.031555176,0.010691891,-0.020863285,35.000000,5.000000,,-0.064639352,-0.023086548,-0.100264914,-0.164904265,q_final,,,1.000000
1782893571.120643,trajectory,0.137570,1.000000,0.000000,2,0.024735451,0.026931942,0.002196491,-0.086366653,-0.002243293,0.084123361,55.000000,4.800000,,-0.053035573,0.169372559,0.524599161,0.471563587,q_final,,,1.000000
1782893571.120643,trajectory,0.137570,1.000000,0.000000,3,-0.022434235,-0.020276462,0.002157773,0.085266113,-0.011284944,-0.096551057,40.000000,4.830000,,-0.171275896,-0.317770004,-0.380030692,-0.551306588,q_final,,,1.000000
1782893571.120643,trajectory,0.137570,1.000000,0.000000,4,-0.020133972,-0.019917126,0.000216847,0.129577637,-0.003587654,-0.133165290,30.000000,2.500000,,0.070024579,0.004409790,-0.326407827,-0.256383248,q_final,,,1.000000
1782893571.120643,trajectory,0.137570,1.000000,0.000000,5,-0.035473824,-0.034159438,0.001314386,-0.045822144,-0.012906057,0.032916087,15.000000,1.500000,,0.075748288,0.056612015,0.069089919,0.144838207,q_final,,,1.000000
1782893571.120643,trajectory,0.137570,1.000000,0.000000,6,0.020133972,0.018222943,-0.001911029,0.009567261,0.000145868,-0.009421393,12.000000,1.000000,,0.011442696,-0.043793678,-0.032353746,-0.020911050,q_final,,,1.000000
1782893571.132626,trajectory,0.149532,1.000000,0.000000,1,0.065771103,0.066025757,0.000254654,-0.061096191,0.012553589,0.073649780,35.000000,5.000000,,-0.238154637,0.103502274,0.377161788,0.139007151,q_final,,,1.000000
1782893571.132626,trajectory,0.149532,1.000000,0.000000,2,0.024352074,0.026902800,0.002550726,-0.078432083,-0.002633900,0.075798183,55.000000,4.800000,,-0.095890806,0.059509277,0.504121224,0.408230418,q_final,,,1.000000
1782893571.132626,trajectory,0.149532,1.000000,0.000000,3,-0.022817612,-0.020423062,0.002394549,0.057067871,-0.013249906,-0.070317777,40.000000,4.830000,,-0.223947336,-0.232685089,-0.243852892,-0.467800228,q_final,,,1.000000
1782893571.132626,trajectory,0.149532,1.000000,0.000000,4,-0.019749641,-0.019963732,-0.000214091,0.063781738,-0.004212345,-0.067994083,30.000000,2.500000,,-0.036511770,0.011672974,-0.176407928,-0.212919698,q_final,,,1.000000
1782893571.132626,trajectory,0.149532,1.000000,0.000000,5,-0.035473824,-0.034327098,0.001146726,-0.002517700,-0.015153291,-0.012635591,15.000000,1.500000,,0.073901030,0.049346924,-0.001752501,0.072148529,q_final,,,1.000000
1782893571.132626,trajectory,0.149532,1.000000,0.000000,6,0.020133972,0.018224838,-0.001909134,0.015609741,0.000171267,-0.015438474,12.000000,1.000000,,-0.001908845,-0.016876221,-0.038348088,-0.040256933,q_final,,,1.000000
1782893571.144639,trajectory,0.161508,1.000000,0.000000,1,0.065771103,0.066187933,0.000416830,-0.058410645,0.014553422,0.072964067,35.000000,5.000000,,-0.080746058,0.179246902,0.379409378,0.298663320,q_final,,,1.000000
1782893571.144639,trajectory,0.161508,1.000000,0.000000,2,0.024352074,0.026868773,0.002516700,0.011291504,-0.003053490,-0.014344994,55.000000,4.800000,,0.267327013,0.140075684,0.069562514,0.336889527,q_final,,,1.000000
1782893571.144639,trajectory,0.161508,1.000000,0.000000,3,-0.023585320,-0.020594234,0.002991086,-0.148380280,-0.015360665,0.133019614,40.000000,4.830000,,-0.976485884,-0.214008331,0.762128163,-0.214357721,q_final,,,1.000000
1782893571.144639,trajectory,0.161508,1.000000,0.000000,4,-0.020133972,-0.020018150,0.000115822,0.065124512,-0.004883387,-0.070007899,30.000000,2.500000,,-0.014672559,-0.045396805,-0.171545084,-0.186217644,q_final,,,1.000000
1782893571.144639,trajectory,0.161508,1.000000,0.000000,5,-0.035473824,-0.034522859,0.000950965,0.048843384,-0.017567266,-0.066410650,15.000000,1.500000,,0.117997298,0.066011429,-0.085351501,0.032645797,q_final,,,1.000000
1782893571.144639,trajectory,0.161508,1.000000,0.000000,6,0.020133972,0.018227050,-0.001906922,-0.012588501,0.000198550,0.012787051,12.000000,1.000000,,-0.008865499,-0.033539772,-0.010096012,-0.018961512,q_final,,,1.000000
1782893571.156683,trajectory,0.173543,1.000000,0.000000,1,0.065771103,0.066375865,0.000604762,0.093322754,0.016697572,-0.076625182,35.000000,5.000000,,0.357289887,0.021011353,-0.361959223,-0.004669336,q_final,,,1.000000
1782893571.156683,trajectory,0.173543,1.000000,0.000000,2,0.023968697,0.026829343,0.002860646,-0.047304153,-0.003503360,0.043800793,55.000000,4.800000,,0.090631279,0.121765137,0.367579351,0.458210629,q_final,,,1.000000
1782893571.156683,trajectory,0.173543,1.000000,0.000000,3,-0.023968697,-0.020792591,0.003176106,-0.039611816,-0.017623746,0.021988070,40.000000,4.830000,,-0.350623895,-0.259143829,0.233246618,-0.117377276,q_final,,,1.000000
1782893571.156683,trajectory,0.173543,1.000000,0.000000,4,-0.020133972,-0.020081211,0.000052761,0.035583496,-0.005602855,-0.041186351,30.000000,2.500000,,0.009014131,-0.081193924,-0.101383032,-0.092368901,q_final,,,1.000000
1782893571.156683,trajectory,0.173543,1.000000,0.000000,5,-0.035090446,-0.034749710,0.000340737,0.046829224,-0.020155445,-0.066984669,15.000000,1.500000,,0.122278073,0.071992874,-0.095365953,0.026912120,q_final,,,1.000000
1782893571.156683,trajectory,0.173543,1.000000,0.000000,6,0.020133972,0.018229614,-0.001904358,-0.026687622,0.000227802,0.026915425,12.000000,1.000000,,-0.004770653,-0.036957741,0.004063128,-0.000707525,q_final,,,1.000000
1782893571.168580,trajectory,0.185427,1.000000,0.000000,1,0.065771103,0.066587512,0.000816409,0.070495605,0.018943772,-0.051551833,35.000000,5.000000,,0.065479464,0.001296997,-0.229184864,-0.163705401,q_final,,,1.000000
1782893571.168580,trajectory,0.185427,1.000000,0.000000,2,0.023968697,0.026784937,0.002816240,-0.013122559,-0.003974641,0.009147918,55.000000,4.800000,,0.133527869,0.105285645,0.198803216,0.332331084,q_final,,,1.000000
1782893571.168580,trajectory,0.185427,1.000000,0.000000,3,-0.024352074,-0.021015976,0.003336097,-0.079895020,-0.019994537,0.059900482,40.000000,4.830000,,-0.550325211,-0.250843048,0.422763223,-0.127561988,q_final,,,1.000000
1782893571.168580,trajectory,0.185427,1.000000,0.000000,4,-0.020133972,-0.020152228,-0.000018256,-0.100040436,-0.006356565,0.093683871,30.000000,2.500000,,-0.147413664,-0.082231522,0.233661992,0.086248327,q_final,,,1.000000
1782893571.168580,trajectory,0.185427,1.000000,0.000000,5,-0.035473824,-0.035005185,0.000468638,0.017623901,-0.022866807,-0.040490708,15.000000,1.500000,,0.083322188,0.068574905,-0.053706491,0.029615697,q_final,,,1.000000
1782893571.168580,trajectory,0.185427,1.000000,0.000000,6,0.020133972,0.018232502,-0.001901471,-0.024673462,0.000258447,0.024931909,12.000000,1.000000,,-0.009558558,-0.007049561,0.002114262,-0.007444296,q_final,,,1.000000
1782893571.180620,trajectory,0.197459,1.000000,0.000000,1,0.065771103,0.066829778,0.001058675,-0.098697662,0.021346063,0.120043726,35.000000,5.000000,,-0.378965947,0.217639923,0.637272248,0.258306302,q_final,,,1.000000
1782893571.180620,trajectory,0.197459,1.000000,0.000000,2,0.023968697,0.026734106,0.002765410,-0.075990677,-0.004478672,0.071512005,55.000000,4.800000,,-0.168469213,0.011901855,0.495355158,0.326885945,q_final,,,1.000000
1782893571.180620,trajectory,0.197459,1.000000,0.000000,3,-0.024736404,-0.021271680,0.003464724,-0.185977936,-0.022530078,0.163447858,40.000000,4.830000,,-0.849687994,-0.191699982,0.928042112,0.078354118,q_final,,,1.000000
1782893571.180620,trajectory,0.197459,1.000000,0.000000,4,-0.020900726,-0.020233521,0.000667206,-0.061096191,-0.007162651,0.053933540,30.000000,2.500000,,-0.124244578,-0.110246658,0.154850023,0.030605445,q_final,,,1.000000
1782893571.180620,trajectory,0.197459,1.000000,0.000000,5,-0.035473824,-0.035297622,0.000176201,-0.004531860,-0.025766584,-0.021234724,15.000000,1.500000,,0.052064290,0.053619385,-0.029209066,0.022855223,q_final,,,1.000000
1782893571.180620,trajectory,0.197459,1.000000,0.000000,6,0.020133972,0.018235807,-0.001898165,-0.026687622,0.000291221,0.026978843,12.000000,1.000000,,-0.018230904,-0.013031006,0.004200859,-0.014030045,q_final,,,1.000000
1782893571.192654,trajectory,0.209467,1.000000,0.000000,1,0.065387726,0.067101123,0.001713398,-0.032897949,0.023868925,0.056766874,35.000000,5.000000,,0.107073328,0.021011353,0.343803286,0.450876614,q_final,,,1.000000
1782893571.192654,trajectory,0.209467,1.000000,0.000000,2,0.023968697,0.026677175,0.002708478,-0.045473099,-0.005008000,0.040465099,55.000000,4.800000,,0.012042934,0.152893066,0.343198764,0.355241698,q_final,,,1.000000
1782893571.192654,trajectory,0.209467,1.000000,0.000000,3,-0.025503159,-0.021558077,0.003945082,-0.027526855,-0.025192876,0.002333979,40.000000,4.830000,,-0.343064364,-0.300649643,0.169076381,-0.173987983,q_final,,,1.000000
1782893571.192654,trajectory,0.209467,1.000000,0.000000,4,-0.020900726,-0.020324570,0.000576156,-0.075866699,-0.008009195,0.067857504,30.000000,2.500000,,-0.215819809,-0.083269119,0.186928439,-0.028891370,q_final,,,1.000000
1782893571.192654,trajectory,0.209467,1.000000,0.000000,5,-0.035473824,-0.035625160,-0.000151337,-0.008560181,-0.028811901,-0.020251720,15.000000,1.500000,,0.055884707,0.062166214,-0.032647634,0.023237073,q_final,,,1.000000
1782893571.192654,trajectory,0.209467,1.000000,0.000000,6,0.020133972,0.018239509,-0.001894463,-0.006546021,0.000325640,0.006871661,12.000000,1.000000,,-0.017690626,0.005340576,-0.015861900,-0.033552526,q_final,,,1.000000
1782893571.204648,trajectory,0.221456,1.000000,0.000000,1,0.065771103,0.067402977,0.001631874,0.059753418,0.026509830,-0.033243588,35.000000,5.000000,,0.244698903,0.036056519,-0.109102340,0.135596563,q_final,,,1.000000
1782893571.204648,trajectory,0.221456,1.000000,0.000000,2,0.024352074,0.026613842,0.002261768,0.015563965,-0.005562095,-0.021126059,55.000000,4.800000,,0.241001768,0.167541504,0.022992165,0.263993933,q_final,,,1.000000
1782893571.204648,trajectory,0.221456,1.000000,0.000000,3,-0.025503159,-0.021876674,0.003626485,0.014099121,-0.027980265,-0.042079387,40.000000,4.830000,,-0.297682259,-0.272113800,-0.058184052,-0.355866312,q_final,,,1.000000
